ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.6035275273577101,0.7935791155459098,0.2645304983647234,0.327890080666727,0.43303851957006717,0.7764340726206089,0.7964985292004236,0.4168119223908949,0.7449595909007576,1.0
0.5125068218189374,0.5574549510936582,0.16924258672701475,0.6154801160547518,0.6194999138940827,0.4147603287828787,0.6598081453290684,0.7438877158895248,0.22398450026998307,1.0
0.14221387236116706,0.6558190792734444,0.05108437261441079,0.46843351129068045,0.7980926535575429,0.8005354705908372,0.5124623261449656,0.2848360983352577,0.3246629556634454,1.0
0.420359777742657,0.39836349682414335,0.2660406771089449,0.4882344090533738,0.6441056647654282,0.48959268530483424,0.7001282622406886,0.5672584795810403,0.5007816565509423,1.0
0.36758233383653494,0.4236775725995702,0.5478071570380426,0.6790267884202087,0.42181689986812787,0.6782387214758858,0.21264105508248643,0.2709575820177299,0.7031742447789286,1.0
0.30693372279120773,0.4938105238814086,0.2821809563568489,0.04767359599467125,0.9618468037514216,0.3962881931579481,0.28423668118541057,0.21490022928536195,0.571749448245672,1.0
0.4166043130857283,0.4880679977291101,0.37474554722486153,0.3125942127333524,0.33139420654499796,0.4156396819321378,0.6408838298935227,0.37201115084423575,0.6901772278256119,1.0
0.1107186314274638,0.9681252155625476,1.0000000000000002,0.2686714375867617,0.3759368408050916,1.0,0.6938636146651184,0.16123465038844664,0.474651868205217,1.0
0.5750594185063567,0.6468019378303198,0.0997609476134097,0.9999999999999999,0.9247383931098806,0.1090745776614841,0.3227859477658285,0.3795970212217621,0.3691259337545054,1.0
0.6322205504385082,0.6982470012392766,0.32155370651095255,0.4557798336664286,0.489837522629519,0.06949699609769844,0.899875826525744,0.6216257725878325,0.9422881087322312,1.0
0.4325455077069911,0.4669566617180402,0.0,0.6012992654231728,0.6828862921964232,0.4561196624366241,0.9999999999999999,0.9999999999999998,0.43096086453795185,1.0
0.4580153906694746,0.44860869349806065,0.5924254882447035,0.6458531890463933,0.6413770364032743,0.5923952958892634,0.35279456297438794,0.6618261649162971,0.6864459514226796,1.0
0.45778151606183926,0.7154275046652604,0.6488235470611485,0.9999999999999999,0.0,0.3286751054701924,0.26558871398720885,0.5424378454649542,0.7041900206732749,1.0
0.31004623562348443,0.15965409089558025,0.36906021211188544,0.5985120963401848,0.11695919956867773,0.6358953990659644,0.8146413449915009,0.9999999999999998,0.430415437838761,1.0
0.7220635667693692,0.4869842255668138,0.40417099040095483,0.49447415053145,0.42785893188578517,0.35062993207544724,0.4564919786122398,0.4297720102890232,1.0,1.0
0.19467410783098382,0.2573303013046001,0.16849427187771965,0.3021957804591505,0.4473541425906376,1.0,0.30599236288842163,0.0035493007480150718,0.4547808083107562,1.0
0.5093708878216789,0.5940676019513755,0.11306603683724659,0.647976996564997,0.7171576131938309,0.2697882581342599,0.18856620486886194,0.4449130753845174,1.0,1.0
0.8299975315028973,0.9741683498177003,0.6166133445995543,0.3061148449423014,0.5147314278521122,0.8821745643630197,0.5064230643226737,0.550528068679428,0.057418499076847984,1.0
0.7257610212975891,0.3523894924656673,0.13738965424609967,0.8125044975688129,0.6367429943564178,0.18729997487035344,0.37783827994204905,0.802094129059915,0.6493345675944667,1.0
0.7092445747860182,0.19429979631803473,0.6189583518783182,0.7073414325551901,0.8833956198121442,0.4449875622763299,0.8770840839943475,0.2890125961357631,0.8294285675744721,1.0
0.41826976314577097,0.5124730564009226,0.26711090246932107,0.4413202617203015,0.4106188084121203,0.7262214137514391,0.7078525447345525,0.17320999640322715,0.18742754485095742,1.0
0.6118891460721212,0.35480418634818134,0.7772814824072317,0.21211068109040554,0.19466348865681155,0.00539273348624153,0.0,0.6718123431033177,0.92156288789553,1.0
0.5213832529648661,0.3432094851209519,0.4461519479954218,0.626176863028245,0.23586887075624158,0.28419753075977516,0.7651262225008608,0.3580061898174373,0.8746332579896009,1.0
0.26336516852108705,0.22177392891287312,0.735171918673718,0.18017683806832363,0.20944498762613556,0.7143201071375096,0.0,0.3425931962916124,0.0,1.0
0.5194449392793706,0.6617237923091984,0.3460403953166109,0.46475090542473796,0.6842106572727916,0.04503893465042447,0.9124888468116079,0.5390601110545034,0.4975452035358537,1.0
0.23040003690110938,0.38632789328498984,0.41202625181601726,0.4266331098681182,0.62032271294625,0.43885458448370823,0.41883416143896796,0.5588320854803744,0.1945559498374581,1.0
0.20512304541271897,0.5213746921138427,0.16272737506943308,0.40162933700360237,0.4663746966150877,1.0,0.492622153873937,0.4342165799265675,0.5469616662958887,1.0
0.1634204834948464,0.1337610934966053,0.9730902884018406,0.7171777384845819,0.21085809263383826,0.7041285230100908,0.5629900066798685,0.8134900716937115,0.1874487873356816,1.0
0.3126183179306622,0.23382690991135868,0.39867354052872483,0.02611659236200442,0.28803302714992063,0.3224121960169829,0.09766764903347702,0.5936358115463052,0.5714344634225731,1.0
0.44504954905060273,0.37782233522149,0.8288147306676292,0.7606644042620971,0.3923604833620616,0.242615236482005,0.45568227993046584,0.6220996793848053,0.23184954536285957,1.0
0.3504831336095231,0.6005303205111578,0.12113175196933684,0.7400388590918902,0.547590661165325,0.1233976407233962,0.42404002064671686,0.0,0.0,1.0
0.7778492684532321,0.7643668024957379,0.0,0.9999999999999999,0.13880065382992995,0.2732749563874469,0.6323911143362339,0.6959045372741929,0.7084810817926763,1.0
0.43154986543254636,0.5141436329272526,0.5504464247283266,0.468057594402319,0.5836522195774746,0.6191381102043856,0.849167719143636,0.5681544381917324,0.5652854122977844,1.0
0.35093552793302674,0.2714518084260491,0.1030824524436707,0.700479820866638,0.9855417586694439,0.2706105032710915,0.0,0.5220446116590521,0.3753209935251457,1.0
0.43154986543254636,0.5141436329272526,0.5504464247283266,0.468057594402319,0.5836522195774746,0.6191381102043856,0.849167719143636,0.5681544381917324,0.5652854122977844,1.0
0.6382809603867315,0.46127825790940846,0.3205505090491668,0.5557300113897996,0.6848731393375188,0.6128224572373907,0.4660737993732461,0.9138947904512489,0.6480776235251315,1.0
0.6722360744241586,0.5577323898157717,0.602762260898845,0.38702401995102376,0.4679270511716101,0.5229370149312835,0.5062573578442097,0.459321258373204,0.2927678187819502,1.0
0.36628843793859317,0.4728872610849404,0.776626102101804,0.4846397568292543,0.7589287407373265,0.6741280906444571,0.12223744479325227,0.3741650261491548,0.25992563193403234,1.0
0.5822785419170821,0.23207322896264032,0.6429844637530215,0.5129473818316563,0.9999999999999999,0.5034680227394837,0.41875791340498036,0.5288966945568574,0.1958758405236331,1.0
0.4834781254028116,0.7615876341714243,0.13431156320356202,0.6178760927581387,0.8696007595553459,0.9033678945720356,0.6294269454233677,0.01738000119408062,0.6058168528899676,1.0
0.5239993195782486,0.0,0.6053095856621004,0.9420650144955234,0.0,0.5063099947610769,0.7547543869114735,0.4037461123710725,0.9657952184264647,1.0
0.474707264163426,0.7103552954063064,0.3553712714413207,0.18736115254778296,0.35052343921684875,0.0,0.8429746959869571,0.18073108730501442,0.6249586918878609,1.0
0.24222003180448226,0.19284882071174353,1.0000000000000002,0.0,0.7040106651043083,0.11554651402750354,0.4993554556511396,0.21624317056772246,0.0,1.0
0.7581512927768607,0.16165559503392274,0.6213349869151924,0.0,0.0,0.6025136630092455,0.5799913621934154,0.7352523515999653,0.26292809477832124,1.0
0.5211031846842793,0.19619576816605427,0.2482961716384164,0.5868850746134555,0.8090229792806807,1.0,0.3475046278813087,0.40580643243439307,0.22122800276569865,1.0
0.6265268204987094,0.5528862142006202,0.4828017605673023,0.22782510498998654,0.992348462032747,0.4224556692071201,0.4691389301466615,0.403171005276977,0.9444619022937755,1.0
1.0,0.0,0.3406467667409294,0.7987268770800375,0.7696705087188311,0.7093043718031775,0.3287826109529355,0.4741876897482322,0.5477233354251613,1.0
0.08956322720323329,0.398594768232499,0.8059238323686493,0.3404771684935221,0.328156022196514,0.504529091955591,0.0,0.2111272302858042,0.5537502715804341,1.0
0.48904204873791524,0.5216309013221716,0.2604576126207926,0.4645205306905386,0.5961708968066947,0.6156070257968925,0.7518530682209478,0.40498315176950017,0.2591080245087176,1.0
0.25237314978041103,1.0000000000000002,0.6217660989076055,0.5006417775143706,0.39994942829585767,0.46053282847737675,0.30661529896456574,0.5380388162865561,0.8925324535658341,1.0
0.5672089213898764,0.46046582453075885,0.6557138652257135,0.6231363784417949,0.6053089463212395,0.7904398084234346,0.9286356075295347,0.7355381267346283,0.5450694536698822,1.0
0.9334202308256074,0.389292825627979,0.6826307459087274,0.9999999999999999,0.0,0.6682721309331471,0.2683739663949968,0.5578283005413452,0.4357037722284545,1.0
